CustomerKey;GeographyKey;CustomerAlternateKey;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;NumberCarsOwned;DateFirstPurchase;CommuteDistance;BirthYear;FirstPurchaseYear
29157;368;AW00029157;Seth;Powell;Sunday, April 23, 1978;S;M;£60,000;0;0;Graduate Degree;Professional;1;2011-07-17;2-5 Miles;1978;2011
11079;34;AW00011079;Donald;Gonzalez;Saturday, March 7, 1970;S;M;£160,000;0;0;Graduate Degree;Management;2;2013-03-15;0-1 Miles;1970;2013
11080;30;AW00011080;Damien;Chander;Wednesday, January 13, 1965;M;M;£170,000;0;0;Graduate Degree;Management;2;2011-04-10;0-1 Miles;1965;2011
11363;35;AW00011363;Julian;Ross;Tuesday, April 19, 1983;S;M;£10,000;0;0;High School;Manual;2;2011-06-08;0-1 Miles;1983;2011
13116;12;AW00013116;Tyrone;Diaz;Friday, November 5, 1971;S;M;£110,000;0;0;Graduate Degree;Management;2;2013-03-14;0-1 Miles;1971;2013
13522;34;AW00013522;Logan;Taylor;Monday, May 23, 1983;S;M;£10,000;0;0;High School;Manual;2;2013-04-24;0-1 Miles;1983;2013
13523;29;AW00013523;Adrienne;Ruiz;Monday, May 3, 1982;S;F;£10,000;0;0;High School;Manual;2;2013-05-23;0-1 Miles;1982;2013
14121;611;AW00014121;Devon;Goel;Tuesday, January 9, 1973;S;M;£130,000;0;0;Graduate Degree;Management;2;2012-05-29;0-1 Miles;1973;2012
14289;368;AW00014289;Jessica;Martinez;Saturday, February 19, 1972;S;F;£150,000;0;0;Bachelors;Management;2;2012-06-01;0-1 Miles;1972;2012
14309;30;AW00014309;Orlando;Sanz;Saturday, November 6, 1971;S;M;£110,000;0;0;Graduate Degree;Management;2;2013-02-25;1-2 Miles;1971;2013
15643;14;AW00015643;Omar;Raji;Sunday, March 20, 1983;S;M;£10,000;0;0;High School;Manual;2;2012-10-30;0-1 Miles;1983;2012
20297;299;AW00020297;Valerie;Wu;Sunday, September 10, 1978;S;F;£130,000;0;0;Graduate Degree;Management;2;2013-03-12;0-1 Miles;1978;2013
20818;20;AW00020818;Rachel;Powell;Monday, January 10, 1983;S;F;£10,000;0;0;High School;Manual;2;2011-12-27;0-1 Miles;1983;2011
22406;7;AW00022406;Kelvin;Shen;Thursday, May 12, 1983;M;M;£10,000;0;0;High School;Manual;2;2012-05-27;0-1 Miles;1983;2012
24001;40;AW00024001;Arthur;Raman;Friday, March 11, 1983;S;M;£10,000;0;0;High School;Manual;2;2012-09-01;0-1 Miles;1983;2012
24002;25;AW00024002;Thomas;Harris;Wednesday, November 24, 1982;M;M;£10,000;0;0;High School;Manual;2;2012-09-24;0-1 Miles;1982;2012
24165;19;AW00024165;Gilbert;Gao;Thursday, October 21, 1982;S;M;£10,000;0;0;High School;Manual;2;2012-10-24;0-1 Miles;1982;2012
24166;13;AW00024166;Renee;Alonso;Saturday, November 20, 1982;S;F;£10,000;0;0;High School;Manual;2;2012-10-14;0-1 Miles;1982;2012
24167;36;AW00024167;Lacey;Zhu;Tuesday, April 5, 1983;S;F;£10,000;0;0;High School;Manual;2;2012-10-04;0-1 Miles;1983;2012
24168;39;AW00024168;Manuel;Srini;Monday, November 15, 1982;M;M;£10,000;0;0;High School;Manual;2;2012-10-26;0-1 Miles;1982;2012
24529;299;AW00024529;Jillian;Martinez;Thursday, January 11, 1973;S;F;£130,000;0;0;Graduate Degree;Management;2;2013-02-04;0-1 Miles;1973;2013
26536;325;AW00026536;Katherine;Thomas;Sunday, October 1, 1978;S;F;£100,000;0;0;Bachelors;Management;2;2012-05-10;1-2 Miles;1978;2012
26919;29;AW00026919;Ramon;He;Thursday, December 24, 1981;S;M;£10,000;0;0;High School;Manual;2;2012-10-23;0-1 Miles;1981;2012
27865;13;AW00027865;Destiny;Butler;Tuesday, January 25, 1983;M;F;£10,000;0;0;High School;Manual;2;2013-06-07;0-1 Miles;1983;2013
27866;38;AW00027866;Sergio;Raman;Monday, April 18, 1983;S;M;£10,000;0;0;High School;Manual;2;2013-07-06;0-1 Miles;1983;2013
11960;634;AW00011960;Ana;Griffin;Sunday, December 31, 1978;S;F;£70,000;0;0;Partial College;Professional;2;2013-03-25;0-1 Miles;1978;2013
11962;298;AW00011962;Alexandra;Roberts;Friday, May 28, 1982;S;F;£60,000;0;0;Partial College;Professional;2;2013-08-11;1-2 Miles;1982;2013
11973;635;AW00011973;Caroline;Barnes;Friday, August 3, 1979;S;F;£60,000;0;0;Partial College;Professional;2;2013-02-27;1-2 Miles;1979;2013
12337;6;AW00012337;Dustin;Goldstein;Tuesday, April 7, 1981;S;M;£70,000;0;0;Bachelors;Professional;2;2011-12-05;5-10 Miles;1981;2011
12346;15;AW00012346;Wesley;Gao;Tuesday, November 18, 1980;S;M;£90,000;0;0;Bachelors;Professional;2;2012-01-04;10+ Miles;1980;2012
12667;31;AW00012667;Maria;Wood;Saturday, May 22, 1982;M;F;£70,000;0;0;Bachelors;Professional;2;2012-02-01;10+ Miles;1982;2012
13073;368;AW00013073;Sydney;Lopez;Saturday, July 11, 1981;M;F;£60,000;0;0;Partial College;Professional;2;2013-11-06;5-10 Miles;1981;2013
13083;644;AW00013083;Jordyn;Butler;Saturday, August 26, 1978;S;F;£70,000;0;0;Partial College;Professional;2;2012-01-11;5-10 Miles;1978;2012
13084;59;AW00013084;Luis;Hughes;Saturday, April 12, 1980;S;M;£30,000;0;0;High School;Professional;2;2013-06-09;1-2 Miles;1980;2013
13087;546;AW00013087;Jeremy;Collins;Wednesday, May 7, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2012-01-26;5-10 Miles;1980;2012
13088;638;AW00013088;Megan;Powell;Thursday, August 23, 1979;S;F;£60,000;0;0;Partial College;Professional;2;2012-01-28;1-2 Miles;1979;2012
13438;634;AW00013438;Chloe;Griffin;Monday, April 21, 1969;S;F;£90,000;0;0;Partial College;Professional;2;2012-03-02;0-1 Miles;1969;2012
14028;609;AW00014028;Patricia;Srini;Tuesday, January 9, 1979;S;F;£70,000;0;0;Partial College;Professional;2;2013-07-19;0-1 Miles;1979;2013
14029;542;AW00014029;Christina;Morris;Friday, February 19, 1982;M;F;£60,000;0;0;Partial College;Professional;2;2014-01-28;5-10 Miles;1982;2014
14037;299;AW00014037;Lydia;Sara;Saturday, October 20, 1979;M;F;£60,000;0;0;Partial College;Professional;2;2012-03-23;5-10 Miles;1979;2012
14214;7;AW00014214;Robyn;Munoz;Tuesday, December 23, 1980;S;F;£90,000;0;0;Bachelors;Professional;2;2012-08-14;10+ Miles;1980;2012
14215;28;AW00014215;Stacey;Yang;Tuesday, December 2, 1980;S;F;£90,000;0;0;Bachelors;Professional;2;2012-08-14;10+ Miles;1980;2012
14456;638;AW00014456;Benjamin;Walker;Tuesday, September 4, 1979;S;M;£90,000;0;0;Partial College;Professional;2;2012-10-30;2-5 Miles;1979;2012
15120;34;AW00015120;Erika;Suarez;Sunday, August 16, 1981;M;F;£70,000;0;0;Bachelors;Professional;2;2012-10-07;10+ Miles;1981;2012
15176;49;AW00015176;Kristi;Ramos;Tuesday, August 29, 1978;M;F;£70,000;0;0;Partial College;Professional;2;2013-06-05;5-10 Miles;1978;2013
15227;10;AW00015227;Harold;Malhotra;Thursday, December 12, 1968;S;M;£70,000;0;0;Bachelors;Professional;2;2012-11-08;5-10 Miles;1968;2012
15716;24;AW00015716;Roy;Madan;Wednesday, December 17, 1980;S;M;£70,000;0;0;Bachelors;Professional;2;2012-11-19;10+ Miles;1980;2012
16653;618;AW00016653;Isabella;Phillips;Saturday, October 14, 1978;M;F;£70,000;0;0;Partial College;Professional;2;2013-10-09;5-10 Miles;1978;2013
16654;49;AW00016654;Heather;Zhang;Wednesday, March 14, 1984;M;F;£70,000;0;0;Partial College;Professional;2;2013-03-01;5-10 Miles;1984;2013
16667;68;AW00016667;Allison;Sanchez;Sunday, May 4, 1980;S;F;£30,000;0;0;High School;Professional;2;2013-06-19;5-10 Miles;1980;2013
16668;432;AW00016668;Levi;Malhotra;Tuesday, January 15, 1980;S;M;£30,000;0;0;High School;Professional;2;2013-04-21;1-2 Miles;1980;2013
16669;623;AW00016669;Benjamin;Martinez;Friday, September 21, 1979;S;M;£60,000;0;0;Partial College;Professional;2;2013-11-02;5-10 Miles;1979;2013
16670;641;AW00016670;Sarah;White;Tuesday, January 15, 1980;S;F;£60,000;0;0;Partial College;Professional;2;2013-05-23;1-2 Miles;1980;2013
16701;11;AW00016701;Laura;Zheng;Thursday, January 10, 1980;S;F;£70,000;0;0;Bachelors;Professional;2;2011-02-18;0-1 Miles;1980;2011
16850;641;AW00016850;Jessica;Jenkins;Monday, March 31, 1969;S;F;£90,000;0;0;Partial College;Professional;2;2013-10-04;2-5 Miles;1969;2013
17229;27;AW00017229;Maria;Watson;Saturday, October 17, 1981;S;F;£70,000;0;0;Bachelors;Professional;2;2011-03-08;5-10 Miles;1981;2011
17232;18;AW00017232;Walter;Jimenez;Tuesday, December 2, 1980;M;M;£90,000;0;0;Bachelors;Professional;2;2011-03-26;10+ Miles;1980;2011
17233;32;AW00017233;Michele;Raman;Sunday, May 24, 1981;M;F;£90,000;0;0;Bachelors;Professional;2;2011-03-24;10+ Miles;1981;2011
17414;644;AW00017414;Nicholas;Garcia;Monday, January 20, 1969;M;M;£90,000;0;0;Partial College;Professional;2;2013-11-09;0-1 Miles;1969;2013
17507;338;AW00017507;Alexis;Robinson;Monday, February 12, 1979;M;F;£60,000;0;0;Partial College;Professional;2;2013-08-01;5-10 Miles;1979;2013
17508;361;AW00017508;Caroline;Bennett;Friday, January 5, 1979;S;F;£70,000;0;0;Partial College;Professional;2;2013-11-22;0-1 Miles;1979;2013
17520;302;AW00017520;Marcus;Baker;Friday, August 30, 1985;S;M;£60,000;0;0;Partial College;Professional;2;2013-10-09;5-10 Miles;1985;2013
18189;15;AW00018189;Nancy;Mehta;Tuesday, April 20, 1982;M;F;£70,000;0;0;Bachelors;Professional;2;2011-04-04;10+ Miles;1982;2011
18480;302;AW00018480;Heidi;Suri;Saturday, January 6, 1979;S;F;£70,000;0;0;Partial College;Professional;2;2013-12-18;5-10 Miles;1979;2013
18500;539;AW00018500;Jose;Brown;Sunday, December 23, 1979;M;M;£60,000;0;0;Partial College;Professional;2;2013-12-11;5-10 Miles;1979;2013
18501;644;AW00018501;Alexandra;Powell;Friday, February 8, 1980;S;F;£60,000;0;0;Partial College;Professional;2;2013-10-02;1-2 Miles;1980;2013
18502;307;AW00018502;Pamela;Madan;Wednesday, April 2, 1980;M;F;£60,000;0;0;High School;Professional;2;2013-10-04;5-10 Miles;1980;2013
18738;14;AW00018738;Tamara;Luo;Monday, April 8, 1974;S;F;£70,000;0;0;Bachelors;Professional;2;2011-07-16;0-1 Miles;1974;2011
18817;633;AW00018817;Brittany;Russell;Sunday, January 6, 1985;S;F;£90,000;0;0;Partial College;Professional;2;2013-12-24;2-5 Miles;1985;2013
18923;609;AW00018923;Cassandra;Kapoor;Sunday, April 22, 1979;M;F;£70,000;0;0;Partial College;Professional;2;2013-03-27;0-1 Miles;1979;2013
18926;57;AW00018926;Alexandre;Lobao;Friday, September 25, 1981;M;M;£60,000;0;0;Partial College;Professional;2;2013-02-11;1-2 Miles;1981;2013
19613;26;AW00019613;Ruben;Garcia;Saturday, March 15, 1980;S;M;£70,000;0;0;Bachelors;Professional;2;2011-08-01;5-10 Miles;1980;2011
19691;638;AW00019691;Gabriella;Cox;Saturday, August 31, 1968;S;F;£90,000;0;0;Partial College;Professional;2;2013-06-01;2-5 Miles;1968;2013
19781;52;AW00019781;Alexis;Washington;Wednesday, September 30, 1981;M;F;£60,000;0;0;Partial College;Professional;2;2013-01-31;1-2 Miles;1981;2013
19801;54;AW00019801;John;Lee;Friday, October 4, 1985;S;M;£30,000;0;0;High School;Professional;2;2013-06-24;5-10 Miles;1985;2013
19802;56;AW00019802;Sara;James;Thursday, January 10, 1980;S;F;£30,000;0;0;High School;Professional;2;2011-01-27;1-2 Miles;1980;2011
19947;39;AW00019947;Darryl;Liu;Thursday, May 22, 1986;S;M;£70,000;0;0;Bachelors;Professional;2;2011-09-16;5-10 Miles;1986;2011
19948;35;AW00019948;Lacey;Hu;Monday, April 20, 1981;S;F;£70,000;0;0;Bachelors;Professional;2;2011-09-12;10+ Miles;1981;2011
19950;30;AW00019950;Ronnie;Lu;Friday, July 10, 1981;M;M;£80,000;0;0;Bachelors;Professional;2;2011-09-13;10+ Miles;1981;2011
19952;38;AW00019952;Adrienne;Martin;Wednesday, September 24, 1980;S;F;£80,000;0;0;Bachelors;Professional;2;2013-03-06;10+ Miles;1980;2013
20259;39;AW00020259;Jenny;Andersen;Tuesday, September 24, 1974;S;F;£70,000;0;0;Bachelors;Professional;2;2011-11-01;5-10 Miles;1974;2011
20449;302;AW00020449;Rachel;Walker;Monday, October 5, 1981;S;F;£60,000;0;0;Partial College;Professional;2;2013-07-10;1-2 Miles;1981;2013
20457;545;AW00020457;Alexandra;Morris;Sunday, April 7, 1985;M;F;£60,000;0;0;Partial College;Professional;2;2013-05-28;5-10 Miles;1985;2013
21401;543;AW00021401;Eric;Powell;Monday, April 9, 1984;S;M;£60,000;0;0;Partial College;Professional;2;2013-10-13;5-10 Miles;1984;2013
21410;614;AW00021410;Eric;Zhang;Friday, August 3, 1984;M;M;£70,000;0;0;Partial College;Professional;2;2013-11-14;0-1 Miles;1984;2013
21411;335;AW00021411;Maria;Kelly;Tuesday, January 9, 1979;S;F;£70,000;0;0;Partial College;Professional;2;2013-11-27;0-1 Miles;1979;2013
21412;62;AW00021412;Jordan;Alexander;Tuesday, March 25, 1980;M;M;£50,000;0;0;High School;Professional;2;2013-02-05;5-10 Miles;1980;2013
21414;543;AW00021414;Aaron;Butler;Wednesday, December 5, 1979;M;M;£60,000;0;0;Partial College;Professional;2;2013-12-26;5-10 Miles;1979;2013
21415;634;AW00021415;Sydney;Sanchez;Saturday, January 19, 1980;S;F;£60,000;0;0;Partial College;Professional;2;2013-10-11;5-10 Miles;1980;2013
21553;27;AW00021553;Allen;Suri;Wednesday, April 15, 1981;M;M;£90,000;0;0;Bachelors;Professional;2;2012-02-28;10+ Miles;1981;2012
21874;13;AW00021874;Brandi;Suarez;Thursday, November 19, 1981;M;F;£70,000;0;0;Bachelors;Professional;2;2012-03-18;10+ Miles;1981;2012
21877;2;AW00021877;Clarence;Xu;Wednesday, February 10, 1982;S;M;£80,000;0;0;Bachelors;Professional;2;2012-03-17;10+ Miles;1982;2012
21878;10;AW00021878;Bryant;Rana;Friday, October 23, 1981;M;M;£80,000;0;0;Bachelors;Professional;2;2012-03-13;10+ Miles;1981;2012
22189;612;AW00022189;Linda;Hernandez;Thursday, August 31, 1978;M;F;£70,000;0;0;Partial College;Professional;2;2013-06-20;5-10 Miles;1978;2013
22190;335;AW00022190;Carlos;Richardson;Monday, August 17, 1981;S;M;£60,000;0;0;Partial College;Professional;2;2013-10-22;1-2 Miles;1981;2013
22191;637;AW00022191;Jack;Adams;Saturday, August 8, 1981;S;M;£60,000;0;0;Partial College;Professional;2;2013-05-17;5-10 Miles;1981;2013
22192;627;AW00022192;Henry;Zimmerman;Thursday, March 11, 1982;S;M;£60,000;0;0;Partial College;Professional;2;2013-06-24;1-2 Miles;1982;2013
22845;18;AW00022845;Jake;Chen;Thursday, September 10, 1981;M;M;£80,000;0;0;Bachelors;Professional;2;2012-05-09;10+ Miles;1981;2012
22954;27;AW00022954;Justin;Thompson;Saturday, August 31, 1968;S;M;£70,000;0;0;Bachelors;Professional;2;2012-06-07;5-10 Miles;1968;2012
23115;307;AW00023115;Stephanie;Nicholls;Thursday, January 14, 1982;S;F;£60,000;0;0;Partial College;Professional;2;2013-03-02;5-10 Miles;1982;2013
23126;300;AW00023126;Carolyn;Van;Wednesday, December 5, 1979;M;F;£60,000;0;0;Partial College;Professional;2;2013-12-10;1-2 Miles;1979;2013
23341;611;AW00023341;Kelvin;Chen;Friday, January 5, 1979;S;M;£70,000;0;0;Partial College;Professional;2;2013-10-08;0-1 Miles;1979;2013
23352;634;AW00023352;Kevin;Mitchell;Wednesday, April 30, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2013-08-17;1-2 Miles;1980;2013
23354;298;AW00023354;Eddie;Gomez;Saturday, January 19, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2013-02-28;5-10 Miles;1980;2013
23355;299;AW00023355;Lance;Serrano;Tuesday, January 15, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2013-08-07;1-2 Miles;1980;2013
23358;310;AW00023358;Alberto;Alvarez;Sunday, April 7, 1985;M;M;£60,000;0;0;High School;Professional;2;2013-08-16;5-10 Miles;1985;2013
23478;633;AW00023478;Hailey;Cooper;Sunday, June 30, 1968;S;F;£90,000;0;0;Partial College;Professional;2;2013-10-07;2-5 Miles;1968;2013
23539;37;AW00023539;Darren;Munoz;Wednesday, July 3, 1968;S;M;£70,000;0;0;Bachelors;Professional;2;2012-08-17;5-10 Miles;1968;2012
23641;26;AW00023641;Megan;Morris;Friday, January 8, 1982;M;F;£70,000;0;0;Bachelors;Professional;2;2013-06-07;10+ Miles;1982;2013
24258;68;AW00024258;Hailey;Edwards;Friday, October 8, 1982;S;F;£40,000;0;0;Bachelors;Professional;2;2013-11-27;1-2 Miles;1982;2013
24298;352;AW00024298;Robert;Yang;Tuesday, April 6, 1982;M;M;£60,000;0;0;Partial College;Professional;2;2013-03-12;5-10 Miles;1982;2013
24309;65;AW00024309;Ethan;Williams;Friday, February 15, 1980;M;M;£50,000;0;0;High School;Professional;2;2011-11-20;1-2 Miles;1980;2011
24475;32;AW00024475;Gilbert;Zhou;Thursday, December 12, 1968;S;M;£70,000;0;0;Bachelors;Professional;2;2012-12-22;0-1 Miles;1968;2012
24592;29;AW00024592;Jay;Martinez;Tuesday, March 31, 1981;S;M;£90,000;0;0;Bachelors;Professional;2;2012-12-12;10+ Miles;1981;2012
24887;30;AW00024887;Micah;Sun;Thursday, May 1, 1986;S;M;£70,000;0;0;Bachelors;Professional;2;2012-03-01;5-10 Miles;1986;2012
24888;35;AW00024888;Roy;Srini;Thursday, July 10, 1980;S;M;£70,000;0;0;Bachelors;Professional;2;2012-03-11;5-10 Miles;1980;2012
24891;20;AW00024891;Bianca;Chen;Tuesday, January 12, 1982;S;F;£70,000;0;0;Bachelors;Professional;2;2013-12-08;10+ Miles;1982;2013
25023;301;AW00025023;Carolyn;Sanz;Saturday, September 7, 1985;S;F;£40,000;0;0;Bachelors;Professional;2;2013-04-17;5-10 Miles;1985;2013
25047;352;AW00025047;Trevor;Long;Thursday, May 10, 1979;M;M;£60,000;0;0;Partial College;Professional;2;2013-12-01;5-10 Miles;1979;2013
25059;546;AW00025059;Sean;Ward;Monday, October 23, 1978;S;M;£70,000;0;0;Partial College;Professional;2;2013-05-01;5-10 Miles;1978;2013
25061;68;AW00025061;Julia;Hughes;Sunday, January 20, 1980;S;F;£50,000;0;0;High School;Professional;2;2012-01-22;1-2 Miles;1980;2012
25081;322;AW00025081;Melanie;Morris;Wednesday, March 8, 1967;S;F;£30,000;0;0;Bachelors;Professional;2;2013-08-20;0-1 Miles;1967;2013
25811;23;AW00025811;Miguel;Wright;Saturday, January 23, 1982;S;M;£70,000;0;0;Bachelors;Professional;2;2013-01-29;5-10 Miles;1982;2013
25925;49;AW00025925;Brianna;Cooper;Monday, May 2, 1983;M;F;£40,000;0;0;Bachelors;Professional;2;2013-04-29;1-2 Miles;1983;2013
25957;385;AW00025957;Stephanie;Washington;Thursday, January 7, 1982;M;F;£60,000;0;0;Partial College;Professional;2;2013-06-14;1-2 Miles;1982;2013
25959;335;AW00025959;Katherine;Hall;Monday, May 10, 1982;S;F;£60,000;0;0;Partial College;Professional;2;2013-04-08;1-2 Miles;1982;2013
25963;623;AW00025963;Charles;Morris;Tuesday, May 13, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2014-01-03;5-10 Miles;1980;2014
25964;542;AW00025964;Christopher;Winston;Thursday, August 9, 1979;S;M;£60,000;0;0;Partial College;Professional;2;2011-06-12;1-2 Miles;1979;2011
26422;40;AW00026422;Pedro;Suri;Monday, March 2, 1981;S;M;£70,000;0;0;Bachelors;Professional;2;2012-05-17;10+ Miles;1981;2012
26423;33;AW00026423;Hector;Gutierrez;Monday, May 4, 1981;S;M;£70,000;0;0;Bachelors;Professional;2;2012-05-23;10+ Miles;1981;2012
26433;15;AW00026433;Nelson;Rubio;Friday, January 23, 1981;M;M;£90,000;0;0;Bachelors;Professional;2;2012-05-10;10+ Miles;1981;2012
26542;607;AW00026542;Jamie;Torres;Thursday, September 22, 1983;M;M;£40,000;0;0;Bachelors;Professional;2;2013-04-13;1-2 Miles;1983;2013
26550;612;AW00026550;Alex;Morris;Wednesday, April 27, 1983;S;M;£40,000;0;0;Bachelors;Professional;2;2013-08-03;5-10 Miles;1983;2013
26586;611;AW00026586;Alexandra;Baker;Saturday, January 9, 1982;M;F;£60,000;0;0;Partial College;Professional;2;2013-07-16;5-10 Miles;1982;2013
27339;15;AW00027339;Ann;Sai;Thursday, April 16, 1981;S;F;£70,000;0;0;Bachelors;Professional;2;2012-10-30;5-10 Miles;1981;2012
27340;16;AW00027340;Francis;Carlson;Thursday, December 3, 1981;S;M;£80,000;0;0;Bachelors;Professional;2;2012-11-16;10+ Miles;1981;2012
27342;35;AW00027342;Henry;Rana;Monday, February 15, 1982;M;M;£80,000;0;0;Bachelors;Professional;2;2012-11-13;10+ Miles;1982;2012
27346;24;AW00027346;Leslie;Dominguez;Tuesday, April 14, 1981;S;F;£90,000;0;0;Bachelors;Professional;2;2012-11-09;10+ Miles;1981;2012
27348;24;AW00027348;Clayton;Zhou;Thursday, October 18, 1979;M;M;£90,000;0;0;Bachelors;Professional;2;2012-11-09;10+ Miles;1979;2012
27711;40;AW00027711;Barbara;Tang;Friday, July 19, 1968;M;F;£70,000;0;0;Bachelors;Professional;2;2013-09-30;0-1 Miles;1968;2013
28141;69;AW00028141;Joseph;Robinson;Thursday, September 13, 1979;M;M;£50,000;0;0;High School;Professional;2;2013-02-22;5-10 Miles;1979;2013
28144;648;AW00028144;Noah;Phillips;Wednesday, February 20, 1980;S;M;£60,000;0;0;Partial College;Professional;2;2013-07-17;5-10 Miles;1980;2013
28923;9;AW00028923;Roberto;Hernandez;Tuesday, February 3, 1981;S;M;£70,000;0;0;Bachelors;Professional;2;2013-03-15;10+ Miles;1981;2013
28924;32;AW00028924;Sydney;Washington;Friday, December 25, 1981;S;F;£70,000;0;0;Bachelors;Professional;2;2013-12-22;10+ Miles;1981;2013
28928;15;AW00028928;Margaret;Wu;Thursday, December 17, 1981;S;F;£80,000;0;0;Bachelors;Professional;2;2013-03-29;10+ Miles;1981;2013
28930;18;AW00028930;Jarrod;Kapoor;Sunday, November 23, 1980;M;M;£80,000;0;0;Bachelors;Professional;2;2013-12-10;10+ Miles;1980;2013
28935;25;AW00028935;Eddie;Johnsen;Saturday, November 29, 1980;S;M;£90,000;0;0;Bachelors;Professional;2;2013-03-18;10+ Miles;1980;2013
29071;53;AW00029071;Megan;Thomas;Wednesday, May 18, 1983;S;F;£40,000;0;0;Bachelors;Professional;2;2013-05-16;1-2 Miles;1983;2013
29072;68;AW00029072;Emma;Ramirez;Tuesday, February 15, 1983;S;F;£40,000;0;0;Bachelors;Professional;2;2013-12-24;5-10 Miles;1983;2013
29126;301;AW00029126;Chloe;Cox;Tuesday, March 25, 1980;S;F;£60,000;0;0;Partial College;Professional;2;2011-06-01;1-2 Miles;1980;2011
29308;31;AW00029308;Phillip;Vance;Sunday, January 6, 1980;S;M;£70,000;0;0;Bachelors;Professional;2;2013-05-07;0-1 Miles;1980;2013
29310;32;AW00029310;Armando;Gutierrez;Monday, April 21, 1969;S;M;£70,000;0;0;Bachelors;Professional;2;2013-05-17;5-10 Miles;1969;2013
11133;542;AW00011133;Angela;Griffin;Saturday, March 8, 1986;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-12-30;0-1 Miles;1986;2013
11933;609;AW00011933;Mathew;Rubio;Wednesday, September 1, 1982;S;M;£40,000;0;0;Partial High School;Clerical;2;2011-10-13;1-2 Miles;1982;2011
12029;298;AW00012029;Damien;Hu;Friday, April 15, 1983;M;M;£30,000;0;0;Partial High School;Clerical;2;2013-08-02;0-1 Miles;1983;2013
13027;60;AW00013027;Jeremy;Patterson;Friday, June 10, 1983;S;M;£40,000;0;0;Partial High School;Clerical;2;2013-08-11;5-10 Miles;1983;2013
14000;536;AW00014000;Terry;Sharma;Sunday, October 24, 1982;S;M;£40,000;0;0;Partial High School;Clerical;2;2013-07-27;5-10 Miles;1982;2013
14001;536;AW00014001;Hunter;Hill;Sunday, January 23, 1983;S;M;£40,000;0;0;Partial High School;Clerical;2;2013-08-08;1-2 Miles;1983;2013
14088;553;AW00014088;Alexandra;Lopez;Tuesday, November 22, 1983;S;F;£30,000;0;0;Partial High School;Clerical;2;2012-03-12;5-10 Miles;1983;2012
14090;314;AW00014090;Jennifer;Lewis;Friday, April 15, 1983;M;F;£30,000;0;0;Partial High School;Clerical;2;2013-04-30;0-1 Miles;1983;2013
14092;609;AW00014092;Maurice;Nath;Tuesday, May 24, 1983;S;M;£30,000;0;0;Partial High School;Clerical;2;2013-09-08;5-10 Miles;1983;2013
14339;298;AW00014339;Brandy;Suri;Wednesday, June 1, 1983;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-02-12;0-1 Miles;1983;2013
14341;52;AW00014341;Sean;Sanders;Sunday, April 21, 1985;M;M;£30,000;0;0;Partial High School;Clerical;2;2013-07-10;0-1 Miles;1985;2013
14856;536;AW00014856;Kari;Carlson;Tuesday, February 1, 1983;S;F;£40,000;0;0;Partial High School;Clerical;2;2014-01-15;5-10 Miles;1983;2014
15008;70;AW00015008;Blake;Parker;Friday, May 27, 1983;M;M;£40,000;0;0;Partial High School;Clerical;2;2013-03-26;1-2 Miles;1983;2013
15260;307;AW00015260;Kathleen;Torres;Friday, February 18, 1983;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-04-04;5-10 Miles;1983;2013
15826;53;AW00015826;Marissa;Price;Sunday, July 8, 1984;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-02-16;5-10 Miles;1984;2013
16731;55;AW00016731;Nicole;White;Wednesday, August 8, 1984;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-03-03;5-10 Miles;1984;2013
17342;616;AW00017342;William;Jones;Thursday, November 24, 1983;S;M;£30,000;0;0;Partial High School;Clerical;2;2013-04-04;5-10 Miles;1983;2013
17347;53;AW00017347;Sara;Stewart;Sunday, May 8, 1983;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-06-03;5-10 Miles;1983;2013
17348;50;AW00017348;Ariana;Cooper;Friday, April 22, 1983;S;F;£30,000;0;0;Partial High School;Clerical;2;2013-05-14;5-10 Miles;1983;2013
17374;68;AW00017374;Jason;Diaz;Friday, March 16, 1984;S;M;£40,000;0;0;Partial High School;Clerical;2;2013-01-29;5-10 Miles;1984;2013
17481;51;AW00017481;Emma;Watson;Friday, May 6, 1983;S;F;£40,000;0;0;Partial High School;Clerical;2;2013-04-11;5-10 Miles;1983;2013
17482;59;AW00017482;Taylor;Alexander;Saturday, October 30, 1982;S;F;£40,000;0;0;Partial High School;Clerical;2;2013-03-06;5-10 Miles;1982;2013
18322;60;AW00018322;Antonio;Ross;Thursday, March 14, 1985;S;M;£30,000;0;0;Partial High School;Clerical;2;2013-04-05;0-1 Miles;1985;2013
18449;49;AW00018449;Derrick;Ramos;Sunday, March 13, 1983;M;M;£40,000;0;0;Partial High School;Clerical;2;2013-02-18;1-2 Miles;1983;2013
